Date Local,NO2_AQI,O3_AQI,SO2_AQI,CO_AQI
2006-01-01,11.806451612903226,24.741935483870968,8.806451612903226,3.0
2006-02-01,6.25,29.821428571428573,5.392857142857143,2.4642857142857144
2006-03-01,6.806451612903226,35.16129032258065,2.4516129032258065,2.3548387096774195
2006-04-01,5.533333333333333,36.8,2.033333333333333,2.2
2006-05-01,4.454545454545454,34.95454545454545,1.2272727272727273,2.0
2006-06-01,3.3333333333333335,28.0,0.3333333333333333,1.6666666666666667
2006-07-01,2.5161290322580645,28.225806451612904,0.12903225806451613,2.0
2006-08-01,3.161290322580645,23.387096774193548,1.064516129032258,1.5161290322580645
2006-09-01,4.233333333333333,22.966666666666665,0.7333333333333333,1.9
2006-10-01,6.064516129032258,22.29032258064516,1.7096774193548387,1.8064516129032258
2006-11-01,7.5625,21.0625,2.3125,2.1875
2006-12-01,6.5,25.833333333333332,2.6666666666666665,2.0
2007-01-01,10.32258064516129,24.419354838709676,7.161290322580645,2.6451612903225805
2007-02-01,8.107142857142858,29.321428571428573,4.785714285714286,2.607142857142857
2007-03-01,8.419354838709678,33.516129032258064,8.838709677419354,2.4838709677419355
2007-04-01,5.266666666666667,38.166666666666664,2.7,2.0
2007-05-01,4.161290322580645,36.0,3.129032258064516,2.0
2007-06-01,4.2,28.3,1.8,2.2
2007-07-01,3.4193548387096775,27.580645161290324,1.6129032258064515,1.6451612903225807
2007-08-01,3.4193548387096775,22.225806451612904,1.032258064516129,1.3225806451612903
2007-09-01,4.033333333333333,26.233333333333334,1.9333333333333333,1.4666666666666666
2007-10-01,5.806451612903226,24.032258064516128,1.096774193548387,1.6774193548387097
2007-11-01,7.733333333333333,24.0,0.8666666666666667,2.1333333333333333
2007-12-01,12.387096774193548,25.93548387096774,3.6129032258064515,3.064516129032258
2008-01-01,14.125,20.375,4.5,3.25
2008-02-01,10.25,33.1875,4.875,2.5625
2008-03-01,10.35483870967742,35.0,6.096774193548387,2.3870967741935485
2008-04-01,5.833333333333333,40.6,3.1,2.033333333333333
2008-05-01,3.7419354838709675,34.25806451612903,0.967741935483871,1.5483870967741935
2008-06-01,2.966666666666667,27.666666666666668,0.7666666666666667,1.4666666666666666
2008-07-01,4.0,26.419354838709676,1.7419354838709677,1.7096774193548387
2008-08-01,2.6129032258064515,21.258064516129032,0.22580645161290322,1.7741935483870968
2008-09-01,4.826086956521739,21.956521739130434,0.9130434782608695,1.4782608695652173
2008-10-01,5.1,19.966666666666665,1.5333333333333334,1.5333333333333334
2008-11-01,5.321428571428571,22.285714285714285,1.7142857142857142,1.6785714285714286
2008-12-01,8.774193548387096,23.64516129032258,3.903225806451613,2.193548387096774
2009-01-01,13.129032258064516,25.483870967741936,8.516129032258064,3.129032258064516
2009-02-01,10.555555555555555,28.77777777777778,4.888888888888889,2.4444444444444446
2009-03-01,6.666666666666667,37.142857142857146,2.5714285714285716,2.1904761904761907
2009-04-01,5.1,38.86666666666667,1.5666666666666667,1.9666666666666666
2009-05-01,3.2903225806451615,35.67741935483871,1.2580645161290323,1.6129032258064515
2009-06-01,2.966666666666667,25.933333333333334,1.0333333333333334,1.3666666666666667
2009-07-01,2.064516129032258,22.741935483870968,0.8709677419354839,1.2903225806451613
2009-08-01,2.4516129032258065,24.70967741935484,1.1612903225806452,1.4516129032258065
2009-09-01,3.8333333333333335,21.466666666666665,0.9666666666666667,1.2
2009-10-01,5.129032258064516,19.258064516129032,0.5806451612903226,1.4193548387096775
2009-11-01,7.2,22.8,1.4666666666666666,2.0
2009-12-01,8.6875,24.1875,0.5625,2.125
2010-01-01,7.25,29.964285714285715,1.1785714285714286,2.107142857142857
2010-02-01,5.785714285714286,31.107142857142858,0.5714285714285714,2.2857142857142856
2010-03-01,6.0,35.67741935483871,1.2258064516129032,2.064516129032258
2010-04-01,4.633333333333334,35.43333333333333,0.7,2.0
2010-05-01,3.225806451612903,33.774193548387096,0.6774193548387096,1.7096774193548387
2010-06-01,3.066666666666667,27.9,0.7,1.9666666666666666
2010-07-01,2.6,25.8,0.5,1.6
2010-08-01,3.2333333333333334,26.566666666666666,0.6333333333333333,1.5333333333333334
2010-09-01,,,,
2010-10-01,3.7916666666666665,20.75,0.2916666666666667,1.4583333333333333
2010-11-01,6.035714285714286,22.428571428571427,0.2857142857142857,1.8571428571428572
2010-12-01,7.826086956521739,25.130434782608695,0.391304347826087,2.0434782608695654
2011-01-01,9.344827586206897,27.82758620689655,1.206896551724138,2.4827586206896552
2011-02-01,11.607142857142858,32.214285714285715,1.7142857142857142,2.607142857142857
2011-03-01,6.67741935483871,36.935483870967744,0.7096774193548387,2.064516129032258
2011-04-01,4.733333333333333,38.53333333333333,0.9333333333333333,1.9666666666666666
2011-05-01,2.4193548387096775,28.870967741935484,0.06451612903225806,1.5806451612903225
2011-06-01,2.566666666666667,25.333333333333332,0.16666666666666666,1.6333333333333333
2011-07-01,2.129032258064516,24.483870967741936,0.25806451612903225,1.8709677419354838
2011-08-01,2.3548387096774195,23.451612903225808,0.8064516129032258,1.4193548387096775
2011-09-01,3.1,20.533333333333335,0.43333333333333335,1.6
2011-10-01,3.6129032258064515,22.0,0.9354838709677419,1.3225806451612903
2011-11-01,4.433333333333334,24.9,0.8666666666666667,1.7666666666666666
2011-12-01,6.32258064516129,23.741935483870968,0.5483870967741935,2.064516129032258
2012-01-01,8.193548387096774,24.612903225806452,1.8387096774193548,2.225806451612903
2012-02-01,11.137931034482758,29.620689655172413,1.9655172413793103,2.586206896551724
