Date Local,NO2_AQI,O3_AQI,SO2_AQI,CO_AQI
2007-01-01,7,27,7.0,1.0
2007-01-02,10,27,1.0,1.0
2007-01-03,9,32,1.0,1.0
2007-01-04,1,36,0.0,0.0
2007-01-05,8,31,0.0,1.0
2007-01-06,2,34,0.0,1.0
2007-01-07,0,35,0.0,1.0
2007-01-08,0,34,0.0,1.0
2007-01-09,15,30,0.0,0.0
2007-01-10,9,36,1.0,1.0
2007-01-11,1,32,0.0,1.0
2007-01-12,8,26,6.0,2.0
2007-01-13,6,25,1.0,2.0
2007-01-14,19,28,0.0,2.0
2007-01-15,16,29,0.0,3.0
2007-01-16,20,29,1.0,3.0
2007-01-17,9,34,1.0,3.0
2007-01-18,8,30,0.0,3.0
2007-01-19,23,31,1.0,5.0
2007-01-20,8,31,1.0,5.0
2007-01-21,8,31,0.0,3.0
2007-01-22,7,32,0.0,3.0
2007-01-23,23,31,0.0,5.0
2007-01-24,29,30,1.0,5.0
2007-01-25,20,25,1.0,5.0
2007-01-26,13,32,1.0,3.0
2007-01-27,6,35,4.0,3.0
2007-01-28,7,36,3.0,5.0
2007-01-29,8,37,1.0,5.0
2007-01-30,6,36,6.0,5.0
2007-01-31,7,38,4.0,5.0
2007-02-01,9,35,1.0,5.0
2007-02-02,1,35,1.0,5.0
2007-02-03,0,38,0.0,3.0
2007-02-04,0,36,0.0,3.0
2007-02-05,9,28,1.0,5.0
2007-02-06,6,26,1.0,5.0
2007-02-07,10,34,1.0,5.0
2007-02-08,5,36,1.0,5.0
2007-02-09,6,38,1.0,5.0
2007-02-10,5,34,1.0,3.0
2007-02-11,0,30,1.0,2.0
2007-02-12,0,35,1.0,2.0
2007-02-13,0,31,4.0,2.0
2007-02-14,2,32,1.0,2.0
2007-02-15,0,30,1.0,2.0
2007-02-16,0,35,0.0,2.0
2007-02-17,7,36,1.0,2.0
2007-02-18,4,36,1.0,3.0
2007-02-19,0,36,1.0,2.0
2007-02-20,0,38,1.0,2.0
2007-02-21,6,38,1.0,3.0
2007-02-22,6,37,1.0,3.0
2007-02-23,0,37,1.0,2.0
2007-02-24,4,36,1.0,2.0
2007-02-25,8,36,1.0,3.0
2007-02-26,7,39,1.0,3.0
2007-02-27,5,39,1.0,3.0
2007-02-28,8,36,1.0,3.0
2007-03-01,0,38,1.0,3.0
2007-03-02,11,41,1.0,3.0
2007-03-03,6,42,1.0,3.0
2007-03-04,7,39,1.0,3.0
2007-03-05,9,38,1.0,3.0
2007-03-06,10,37,1.0,3.0
2007-03-07,7,42,1.0,2.0
2007-03-08,5,38,0.0,1.0
2007-03-09,11,38,0.0,2.0
2007-03-10,0,35,0.0,2.0
2007-03-11,9,36,0.0,2.0
2007-03-12,7,26,0.0,2.0
2007-03-13,5,34,0.0,2.0
2007-03-14,0,40,0.0,2.0
2007-03-15,0,41,0.0,2.0
2007-03-16,5,42,0.0,2.0
2007-03-17,8,43,0.0,2.0
2007-03-18,4,45,0.0,2.0
2007-03-19,4,44,0.0,2.0
