Date Local,NO2_AQI,O3_AQI,SO2_AQI,CO_AQI
2011-06-01,5,38,0.0,2.0
2011-06-02,8,41,3.0,2.0
2011-06-03,13,38,3.0,2.0
2011-06-04,17,37,1.0,2.0
2011-06-05,12,25,1.0,2.0
2011-06-06,8,46,14.0,2.0
2011-06-07,14,77,0.0,2.0
2011-06-08,21,106,1.0,3.0
2011-06-09,14,71,1.0,2.0
2011-06-10,7,35,4.0,2.0
2011-06-11,3,21,0.0,2.0
2011-06-12,3,30,0.0,1.0
2011-06-13,6,25,0.0,2.0
2011-06-14,7,24,0.0,1.0
2011-06-15,9,36,1.0,1.0
2011-06-16,16,54,3.0,2.0
2011-06-17,6,58,0.0,2.0
2011-06-18,10,51,1.0,3.0
2011-06-19,7,34,0.0,3.0
2011-06-20,12,42,4.0,3.0
2011-06-21,13,101,3.0,2.0
2011-06-22,11,29,3.0,2.0
2011-06-23,5,36,0.0,2.0
2011-06-24,6,25,0.0,2.0
2011-06-25,6,38,1.0,2.0
2011-06-26,10,39,1.0,3.0
2011-06-27,7,40,0.0,3.0
2011-06-28,13,49,1.0,2.0
2011-06-29,8,49,0.0,2.0
2011-06-30,11,37,0.0,2.0
2011-07-01,12,39,0.0,2.0
2011-07-02,10,46,1.0,3.0
2011-07-03,7,51,0.0,3.0
2011-07-04,17,37,4.0,3.0
2011-07-05,11,80,3.0,3.0
2011-07-06,25,106,4.0,3.0
2011-07-07,8,58,1.0,2.0
2011-07-08,7,44,1.0,2.0
2011-07-09,8,39,0.0,2.0
2011-07-10,9,42,1.0,2.0
2011-07-11,7,93,0.0,2.0
2011-07-12,8,61,0.0,2.0
2011-07-13,7,40,0.0,2.0
2011-07-14,10,30,1.0,2.0
2011-07-15,9,37,0.0,2.0
2011-07-16,14,67,1.0,2.0
2011-07-17,8,84,0.0,3.0
2011-07-18,11,67,3.0,2.0
2011-07-19,12,42,0.0,2.0
2011-07-20,15,61,11.0,5.0
2011-07-21,7,71,0.0,3.0
2011-07-22,14,80,0.0,3.0
2011-07-23,22,80,9.0,3.0
2011-07-24,11,36,0.0,3.0
2011-07-25,6,18,0.0,2.0
2011-07-26,9,35,1.0,2.0
2011-07-27,18,31,1.0,2.0
2011-07-28,15,46,4.0,3.0
2011-07-29,7,41,1.0,2.0
2011-07-30,16,40,1.0,2.0
2011-07-31,17,39,1.0,5.0
2011-08-22,10,30,0.0,1.0
2011-08-23,8,30,0.0,2.0
2011-08-24,12,43,1.0,2.0
2011-08-25,6,36,0.0,2.0
2011-08-26,11,42,1.0,2.0
2011-08-27,10,28,0.0,2.0
2011-08-28,3,27,0.0,1.0
2011-08-29,20,28,0.0,5.0
2011-08-30,12,32,1.0,6.0
2011-08-31,17,61,3.0,7.0
2011-09-01,9,34,6.0,6.0
2011-09-02,7,33,0.0,2.0
2011-09-03,12,44,0.0,2.0
2011-09-04,6,36,1.0,2.0
2011-09-05,3,27,1.0,2.0
2011-09-06,7,41,1.0,1.0
2011-09-07,7,32,0.0,2.0
2011-09-08,11,12,0.0,2.0
2011-09-09,18,31,1.0,3.0
2011-09-10,10,28,1.0,5.0
2011-09-11,10,23,1.0,2.0
2011-09-12,10,41,1.0,2.0
2011-09-13,15,54,1.0,3.0
2011-09-14,15,46,1.0,2.0
2011-09-15,5,35,0.0,2.0
2011-09-16,10,23,0.0,2.0
2011-09-17,8,25,0.0,2.0
2011-09-18,13,25,0.0,2.0
2011-09-19,10,25,3.0,2.0
2011-09-20,18,20,3.0,2.0
2011-09-21,14,37,4.0,3.0
2011-09-22,8,17,0.0,2.0
2011-09-23,8,15,0.0,2.0
2011-09-24,8,22,0.0,2.0
2011-09-25,10,25,1.0,3.0
2011-09-26,17,44,3.0,5.0
2011-09-27,13,36,6.0,3.0
2011-09-28,4,28,0.0,2.0
2011-09-29,7,29,0.0,1.0
2011-09-30,15,46,1.0,2.0
2011-10-01,7,35,1.0,2.0
2011-10-02,6,31,0.0,2.0
2011-10-03,12,25,0.0,2.0
2011-10-04,7,27,0.0,2.0
2011-10-05,5,24,0.0,1.0
2011-10-06,22,31,1.0,2.0
2011-10-07,20,28,3.0,2.0
2011-10-08,22,42,1.0,5.0
2011-10-09,12,44,1.0,6.0
2011-10-10,17,48,1.0,3.0
2011-10-11,21,29,4.0,3.0
2011-10-12,8,27,0.0,2.0
2011-10-13,9,20,0.0,2.0
2011-10-14,6,25,6.0,2.0
2011-10-15,10,32,1.0,2.0
2011-10-16,7,32,1.0,2.0
2011-10-17,11,34,1.0,2.0
2011-10-18,29,26,3.0,3.0
2011-10-19,19,31,1.0,5.0
2011-10-20,8,30,0.0,2.0
2011-10-21,16,12,4.0,2.0
2011-10-22,9,14,1.0,2.0
2011-10-23,19,27,3.0,3.0
2011-10-24,21,31,7.0,8.0
2011-10-25,12,27,1.0,2.0
2011-10-26,18,14,1.0,3.0
2011-10-27,21,19,1.0,5.0
2011-10-28,14,26,1.0,3.0
2011-10-29,14,25,4.0,3.0
2011-10-30,17,19,4.0,3.0
2011-10-31,28,21,13.0,13.0
2012-03-01,8,33,0.0,2.0
2012-03-02,8,31,1.0,2.0
2012-03-03,23,31,3.0,5.0
2012-03-04,18,33,7.0,3.0
2012-03-05,10,36,6.0,3.0
2012-03-06,27,33,6.0,3.0
2012-03-07,18,44,4.0,3.0
2012-03-08,7,41,0.0,2.0
2012-03-09,16,35,1.0,2.0
2012-03-10,25,35,7.0,3.0
2012-03-11,25,37,7.0,5.0
2012-03-12,37,41,10.0,7.0
2012-03-13,12,32,1.0,2.0
2012-03-14,11,33,1.0,2.0
2012-03-15,5,23,0.0,2.0
2012-03-16,22,28,3.0,3.0
2012-03-17,17,27,4.0,6.0
2012-03-18,12,36,3.0,3.0
2012-03-19,24,43,7.0,5.0
2012-03-20,19,34,3.0,5.0
2012-03-21,23,37,1.0,3.0
2012-03-22,15,44,6.0,2.0
2012-04-06,9,42,1.0,2.0
2012-04-07,10,41,3.0,2.0
2012-04-08,9,39,3.0,2.0
2012-04-09,14,44,1.0,2.0
2012-04-10,15,47,4.0,2.0
2012-04-11,27,39,10.0,3.0
2012-04-12,14,32,3.0,2.0
2012-04-13,17,42,11.0,3.0
2012-04-14,8,48,1.0,2.0
2012-04-15,11,64,1.0,3.0
2012-04-16,14,71,3.0,3.0
2012-04-17,18,47,1.0,3.0
2012-04-18,4,39,0.0,2.0
2012-04-19,8,42,0.0,2.0
2012-04-20,11,46,0.0,3.0
2012-04-21,4,42,0.0,2.0
2012-04-22,3,31,0.0,2.0
2012-04-23,4,44,0.0,2.0
2012-04-24,5,45,0.0,2.0
2012-04-25,19,48,3.0,2.0
2012-04-26,9,48,4.0,2.0
2012-04-27,3,37,0.0,2.0
2012-04-28,6,47,0.0,2.0
2012-04-29,12,50,1.0,2.0
2012-04-30,16,43,4.0,2.0
2012-05-01,8,38,0.0,2.0
2012-05-02,7,36,0.0,2.0
2012-05-03,7,30,1.0,2.0
2012-05-04,9,25,9.0,2.0
2012-05-05,8,23,0.0,3.0
2012-05-06,8,30,1.0,2.0
2012-05-07,16,39,3.0,3.0
2012-05-08,8,37,1.0,2.0
2012-05-09,8,34,0.0,2.0
2012-05-10,7,39,0.0,2.0
2012-05-11,8,40,0.0,2.0
2012-05-12,17,47,6.0,2.0
2012-05-13,21,84,11.0,5.0
2012-05-14,10,44,3.0,2.0
2012-05-15,5,42,0.0,2.0
2012-05-16,8,33,0.0,2.0
2012-05-17,8,40,0.0,2.0
2012-05-18,13,42,1.0,3.0
2012-05-19,17,49,3.0,3.0
2012-05-20,9,45,1.0,5.0
2012-05-21,5,25,0.0,2.0
2012-05-22,6,25,0.0,2.0
2012-05-23,7,36,1.0,2.0
2012-05-24,8,28,0.0,2.0
2012-06-06,11,21,0.0,3.0
2012-06-07,9,35,0.0,2.0
2012-06-08,10,54,1.0,3.0
2012-06-09,17,41,0.0,3.0
2012-06-10,9,61,0.0,5.0
2012-06-11,6,34,9.0,2.0
2012-06-12,3,33,0.0,1.0
2012-06-13,5,31,0.0,1.0
2012-06-14,19,33,0.0,2.0
2012-06-15,19,32,1.0,2.0
2012-06-16,17,29,0.0,3.0
2012-06-17,2,32,0.0,1.0
2012-06-18,6,34,0.0,1.0
2012-06-19,7,31,0.0,2.0
2012-06-20,10,80,1.0,2.0
2012-06-21,9,93,7.0,2.0
2012-06-22,12,101,0.0,3.0
2012-06-23,8,44,0.0,2.0
2012-06-24,6,41,0.0,2.0
2012-06-25,10,47,3.0,2.0
2012-06-26,3,28,0.0,2.0
2012-06-27,9,32,3.0,2.0
2012-06-28,8,58,0.0,2.0
2012-06-29,16,122,1.0,3.0
2012-06-30,12,84,9.0,3.0
2012-07-01,9,50,3.0,3.0
2012-07-02,12,34,0.0,3.0
2012-07-03,10,41,1.0,3.0
2012-07-04,7,50,1.0,3.0
2012-07-05,8,36,1.0,3.0
2012-07-06,8,41,1.0,2.0
2012-07-07,9,42,3.0,2.0
2012-07-08,6,33,0.0,2.0
2012-07-09,11,39,1.0,2.0
2012-07-10,9,48,3.0,2.0
2012-07-11,15,47,3.0,2.0
2012-07-12,9,48,3.0,2.0
2012-07-13,8,45,0.0,2.0
2012-07-14,7,109,3.0,2.0
2012-07-15,7,74,3.0,2.0
2012-07-16,15,47,0.0,3.0
2012-07-17,11,111,1.0,3.0
2012-07-18,18,104,6.0,3.0
2012-07-19,6,44,4.0,2.0
2012-07-20,10,19,3.0,2.0
2012-07-21,10,28,0.0,2.0
2012-07-22,7,32,4.0,2.0
2012-07-23,8,43,1.0,2.0
2012-07-24,8,47,3.0,2.0
2012-07-25,12,32,0.0,2.0
2012-07-26,15,51,1.0,2.0
2012-07-27,10,48,1.0,2.0
2012-07-28,8,38,0.0,2.0
2012-07-29,2,35,0.0,2.0
2012-07-30,10,34,9.0,2.0
2012-07-31,11,29,16.0,2.0
2012-08-01,12,38,3.0,2.0
2012-08-02,8,90,1.0,3.0
2012-08-03,12,109,1.0,3.0
2012-08-04,8,48,0.0,3.0
2012-08-05,3,30,0.0,2.0
2012-08-06,9,41,0.0,2.0
2012-08-07,10,41,11.0,2.0
2012-08-08,11,74,1.0,2.0
2012-08-09,14,77,0.0,2.0
2012-08-10,5,34,1.0,1.0
2012-08-11,7,37,0.0,2.0
2012-08-12,8,42,1.0,2.0
2012-08-13,7,47,7.0,3.0
2012-08-14,8,47,0.0,2.0
2012-08-15,7,50,1.0,2.0
2012-08-16,10,44,0.0,3.0
2012-08-17,18,97,4.0,3.0
2012-08-18,13,36,0.0,3.0
2012-08-19,5,39,0.0,3.0
2012-08-20,13,47,26.0,5.0
2012-08-21,13,48,1.0,3.0
2012-08-22,13,67,1.0,3.0
2012-08-23,12,101,1.0,3.0
2012-08-24,13,87,1.0,3.0
2012-08-25,5,38,0.0,3.0
2012-08-26,8,36,0.0,2.0
2012-08-27,15,35,1.0,3.0
2012-08-28,10,45,0.0,2.0
2012-08-29,19,41,0.0,3.0
2012-08-30,13,43,3.0,3.0
2012-08-31,20,142,9.0,3.0
2012-09-01,8,49,4.0,3.0
2012-09-02,7,35,0.0,2.0
2012-09-03,6,32,0.0,3.0
2012-09-04,7,27,0.0,2.0
2012-09-05,5,26,0.0,3.0
2012-09-12,6,48,3.0,5.0
2012-09-13,16,50,0.0,2.0
2012-09-14,10,41,0.0,2.0
2012-09-15,7,30,0.0,2.0
2012-09-16,10,31,0.0,2.0
2012-09-21,8,20,0.0,2.0
2012-09-22,7,31,0.0,2.0
2012-09-23,11,29,0.0,2.0
2012-09-24,11,27,1.0,3.0
2012-09-25,17,40,1.0,3.0
2012-09-26,4,38,1.0,2.0
2012-09-27,11,31,0.0,2.0
2012-09-28,6,17,0.0,2.0
2012-09-29,4,19,0.0,2.0
2012-09-30,9,14,0.0,2.0
2012-10-01,13,24,0.0,2.0
2012-10-02,17,21,7.0,3.0
2012-10-03,10,21,0.0,3.0
2012-10-04,13,13,0.0,3.0
2012-10-05,27,47,0.0,5.0
2012-10-06,10,48,0.0,5.0
2012-10-07,8,19,0.0,2.0
2012-10-08,9,23,0.0,2.0
2012-10-09,8,25,0.0,2.0
2012-10-10,13,21,1.0,2.0
2012-10-11,24,25,1.0,3.0
2012-10-12,19,24,3.0,3.0
2012-10-13,11,27,1.0,2.0
2012-10-14,11,36,1.0,2.0
2012-10-15,7,29,3.0,2.0
2012-10-16,11,20,0.0,2.0
2012-10-17,20,29,1.0,3.0
2012-10-18,19,33,7.0,7.0
2012-10-19,12,31,0.0,3.0
2012-10-20,8,37,1.0,2.0
2012-10-21,9,31,6.0,2.0
2012-10-22,10,32,1.0,2.0
2012-10-23,21,25,3.0,3.0
2012-10-24,12,17,1.0,3.0
2012-10-25,19,27,4.0,5.0
2012-10-26,23,29,4.0,7.0
2012-10-27,15,35,1.0,5.0
2012-10-28,3,26,0.0,2.0
2012-10-29,2,33,0.0,2.0
2012-10-30,7,25,3.0,2.0
2012-10-31,14,17,0.0,2.0
2012-11-01,18,10,4.0,3.0
2012-11-02,12,18,1.0,3.0
2012-11-03,4,20,0.0,2.0
2012-11-04,15,22,1.0,2.0
2012-11-05,13,27,1.0,2.0
2012-11-06,27,26,7.0,5.0
2012-11-07,19,26,3.0,5.0
2012-11-08,9,23,0.0,2.0
2012-11-09,17,28,1.0,2.0
2012-11-10,27,25,4.0,6.0
2012-11-11,22,36,7.0,8.0
2012-11-12,14,35,1.0,3.0
2012-11-13,9,31,0.0,2.0
2012-11-14,24,18,4.0,5.0
2012-11-15,22,14,3.0,5.0
2012-11-16,22,14,6.0,6.0
2012-11-17,24,23,6.0,8.0
2012-11-18,24,24,6.0,10.0
2012-11-19,27,19,11.0,5.0
2012-12-04,22,30,6.0,10.0
2012-12-05,8,29,0.0,2.0
2012-12-06,28,25,16.0,10.0
2012-12-07,27,12,20.0,15.0
2012-12-08,18,12,1.0,5.0
2012-12-09,17,19,1.0,5.0
2012-12-10,24,22,3.0,5.0
2012-12-11,10,25,1.0,2.0
2012-12-12,25,24,6.0,5.0
2012-12-13,29,17,14.0,10.0
2012-12-14,26,19,11.0,11.0
2012-12-15,22,24,6.0,5.0
2012-12-16,13,30,4.0,5.0
2012-12-17,21,30,1.0,3.0
2012-12-18,24,14,3.0,5.0
2012-12-19,8,20,1.0,2.0
2012-12-20,18,26,6.0,5.0
2012-12-21,9,34,3.0,2.0
2012-12-22,8,31,1.0,2.0
2012-12-23,23,31,3.0,3.0
