Date Local,NO2_AQI,O3_AQI,SO2_AQI,CO_AQI
2014-11-04,10,38,1.0,0.0
2014-11-05,6,41,1.0,0.0
2014-11-06,7,26,0.0,1.0
2014-11-07,2,29,3.0,0.0
2014-11-08,3,30,6.0,0.0
2014-11-09,2,29,0.0,0.0
2014-11-10,11,31,1.0,1.0
2014-11-11,8,39,1.0,1.0
2014-11-12,4,24,3.0,1.0
2014-11-13,7,21,17.0,1.0
2014-11-14,5,27,3.0,1.0
2014-11-15,5,31,14.0,1.0
2014-11-16,8,24,1.0,1.0
2014-11-17,8,29,0.0,1.0
2014-11-18,1,31,0.0,1.0
2014-11-19,5,32,1.0,1.0
2014-11-20,9,33,1.0,1.0
2014-11-21,6,32,10.0,1.0
2014-11-22,8,30,1.0,1.0
2014-11-23,9,33,1.0,2.0
2014-11-24,7,34,0.0,2.0
2014-11-25,3,31,1.0,1.0
2014-11-26,10,20,1.0,1.0
2014-11-27,3,26,4.0,1.0
2014-11-28,2,32,6.0,1.0
2014-11-29,9,24,0.0,2.0
2014-11-30,6,25,0.0,2.0
2014-12-01,3,27,0.0,2.0
2014-12-02,9,23,1.0,1.0
2014-12-03,8,23,0.0,2.0
2014-12-04,6,27,11.0,1.0
2014-12-05,17,15,0.0,2.0
2014-12-06,14,28,0.0,3.0
2014-12-07,1,34,0.0,1.0
2014-12-08,11,24,3.0,1.0
2014-12-09,10,35,0.0,1.0
2014-12-10,2,34,7.0,1.0
2014-12-11,4,29,6.0,1.0
2014-12-12,13,27,9.0,1.0
2014-12-16,16,8,3.0,0.0
2014-12-17,10,20,0.0,0.0
2014-12-18,4,21,7.0,1.0
2014-12-19,4,31,1.0,1.0
2014-12-20,7,31,1.0,0.0
2014-12-21,3,29,11.0,0.0
2014-12-22,20,23,7.0,0.0
2014-12-23,21,9,4.0,1.0
2014-12-24,20,24,1.0,3.0
2014-12-25,7,29,1.0,3.0
2014-12-26,3,27,1.0,1.0
2014-12-27,7,30,1.0,2.0
2014-12-28,9,26,4.0,2.0
2014-12-29,2,27,3.0,0.0
2014-12-30,4,34,4.0,0.0
2014-12-31,4,32,4.0,0.0
2015-01-01,1,35,1.0,0.0
2015-01-02,3,31,1.0,1.0
2015-01-03,10,20,4.0,2.0
2015-01-04,8,24,1.0,3.0
2015-01-05,3,32,1.0,2.0
2015-01-06,5,31,3.0,1.0
2015-01-07,3,32,3.0,1.0
2015-01-08,6,32,7.0,0.0
2015-01-09,6,33,1.0,0.0
2015-01-22,6,25,13.0,2.0
2015-01-23,9,23,19.0,0.0
2015-01-24,18,29,16.0,0.0
2015-01-25,5,27,3.0,0.0
2015-01-26,14,31,7.0,0.0
2015-01-27,2,35,3.0,0.0
2015-01-28,4,37,4.0,0.0
2015-01-29,18,33,7.0,3.0
2015-01-30,9,40,4.0,3.0
2015-01-31,5,39,7.0,2.0
2015-02-01,7,32,4.0,3.0
2015-02-02,8,38,4.0,3.0
2015-02-03,5,38,16.0,2.0
2015-02-04,14,28,1.0,5.0
2015-02-05,6,38,4.0,2.0
2015-02-06,7,37,9.0,2.0
2015-02-07,18,31,4.0,5.0
2015-02-08,26,21,9.0,7.0
2015-02-09,34,26,11.0,6.0
2015-02-10,7,33,0.0,2.0
2015-02-11,6,38,3.0,5.0
2015-02-12,8,35,1.0,3.0
2015-02-13,4,36,10.0,1.0
2015-02-14,8,33,1.0,2.0
2015-02-15,0,36,1.0,1.0
2015-02-16,4,34,0.0,1.0
2015-02-17,8,37,7.0,1.0
2015-02-18,6,37,6.0,1.0
2015-02-19,3,33,9.0,0.0
2015-02-20,4,34,11.0,0.0
2015-02-21,10,31,1.0,1.0
2015-02-22,8,37,1.0,3.0
2015-02-23,4,41,6.0,2.0
2015-02-24,8,35,13.0,2.0
2015-02-25,6,44,4.0,3.0
2015-02-26,10,41,4.0,3.0
2015-02-27,7,36,24.0,2.0
2015-02-28,6,44,19.0,3.0
2015-03-01,8,33,1.0,3.0
2015-03-02,8,44,6.0,3.0
2015-03-03,9,39,7.0,3.0
2015-03-04,12,31,9.0,6.0
2015-03-05,5,41,7.0,5.0
2015-03-06,5,43,1.0,2.0
2015-03-07,6,51,3.0,5.0
2015-03-08,2,58,4.0,3.0
2015-03-09,2,67,3.0,3.0
2015-03-10,11,54,3.0,5.0
2015-03-11,6,44,6.0,5.0
2015-03-12,1,44,3.0,2.0
2015-03-13,8,35,1.0,2.0
2015-03-14,5,36,1.0,2.0
2015-03-15,1,41,4.0,2.0
2015-03-16,5,38,4.0,2.0
2015-03-17,3,42,3.0,2.0
2015-03-18,2,44,9.0,1.0
2015-03-19,5,44,1.0,1.0
2015-03-20,14,38,1.0,1.0
2015-03-21,10,43,1.0,2.0
2015-03-22,0,42,1.0,2.0
2015-03-23,2,40,1.0,1.0
2015-03-24,10,32,4.0,1.0
2015-03-25,12,22,1.0,3.0
2015-03-26,7,34,3.0,3.0
2015-03-27,1,33,3.0,2.0
2015-03-28,0,37,1.0,1.0
2015-03-29,1,42,4.0,2.0
2015-03-30,4,38,1.0,2.0
2015-03-31,11,38,7.0,2.0
2015-04-01,1,43,1.0,2.0
2015-04-02,6,49,1.0,3.0
2015-04-03,3,35,1.0,3.0
2015-04-04,1,39,3.0,3.0
2015-04-05,0,44,3.0,2.0
2015-04-06,2,50,1.0,3.0
2015-04-07,24,39,0.0,5.0
2015-04-08,12,28,1.0,5.0
2015-04-09,8,26,0.0,3.0
2015-04-10,5,37,0.0,3.0
2015-04-11,1,44,0.0,3.0
2015-04-12,4,58,3.0,3.0
2015-04-13,5,50,0.0,3.0
2015-04-14,8,36,1.0,3.0
2015-04-15,3,48,0.0,2.0
2015-04-16,5,58,1.0,3.0
2015-04-17,4,41,4.0,3.0
2015-04-18,3,87,1.0,3.0
2015-04-19,4,44,1.0,3.0
2015-04-20,2,44,0.0,3.0
2015-04-21,1,44,0.0,3.0
2015-04-22,5,41,3.0,3.0
2015-04-23,3,37,3.0,2.0
2015-04-24,1,47,1.0,2.0
2015-04-25,3,44,1.0,2.0
2015-04-26,2,42,0.0,2.0
2015-04-27,1,38,4.0,2.0
2015-04-28,1,44,3.0,2.0
2015-04-29,3,46,1.0,2.0
2015-04-30,6,45,1.0,2.0
2015-05-01,8,37,1.0,2.0
2015-05-02,3,49,4.0,2.0
2015-05-03,3,74,1.0,2.0
2015-05-04,5,64,1.0,2.0
2015-05-05,3,61,1.0,3.0
2015-05-06,7,54,1.0,3.0
2015-05-07,7,84,4.0,3.0
2015-05-08,5,80,3.0,3.0
2015-05-09,4,37,1.0,3.0
2015-05-10,2,36,0.0,3.0
2015-05-11,3,40,6.0,3.0
2015-05-12,3,51,1.0,3.0
2015-05-13,1,33,3.0,2.0
2015-05-14,1,51,1.0,2.0
2015-05-15,6,71,1.0,3.0
2015-05-16,6,43,1.0,3.0
2015-05-17,6,26,0.0,3.0
2015-05-18,7,34,16.0,3.0
2015-05-19,1,47,3.0,5.0
2015-05-20,1,34,1.0,3.0
2015-05-21,4,35,3.0,2.0
2015-05-22,3,51,3.0,2.0
2015-05-23,1,49,0.0,3.0
2015-05-24,3,77,0.0,3.0
2015-05-25,3,47,0.0,5.0
2015-05-26,5,54,1.0,5.0
2015-05-27,5,27,0.0,5.0
2015-05-28,4,48,0.0,5.0
2015-05-29,8,71,3.0,5.0
2015-05-30,4,38,0.0,5.0
2015-05-31,3,34,0.0,5.0
2015-06-01,8,34,0.0,5.0
2015-06-02,11,9,1.0,5.0
2015-06-03,6,19,1.0,3.0
2015-06-04,5,26,1.0,3.0
2015-06-05,8,31,3.0,3.0
2015-06-06,2,41,0.0,3.0
2015-06-07,4,44,0.0,3.0
2015-06-08,3,44,0.0,3.0
2015-06-09,2,61,0.0,3.0
2015-06-10,5,71,0.0,5.0
2015-06-11,6,97,1.0,5.0
2015-06-12,4,44,0.0,5.0
2015-06-13,4,39,3.0,5.0
2015-06-14,2,38,0.0,5.0
2015-06-15,2,29,0.0,3.0
2015-06-16,3,37,1.0,3.0
2015-06-17,3,44,0.0,3.0
2015-06-18,4,30,0.0,3.0
2015-06-19,6,42,1.0,3.0
2015-06-20,7,41,1.0,5.0
2015-06-21,1,44,3.0,3.0
2015-06-22,4,54,4.0,3.0
2015-06-23,5,33,1.0,3.0
2015-06-24,1,40,0.0,3.0
2015-06-25,3,36,3.0,3.0
2015-06-26,3,51,1.0,5.0
2015-06-27,2,40,0.0,3.0
2015-06-28,1,31,1.0,2.0
2015-06-29,2,41,3.0,2.0
2015-06-30,5,45,0.0,2.0
2015-07-01,2,67,1.0,2.0
2015-07-02,3,38,0.0,2.0
2015-07-03,4,58,0.0,3.0
2015-07-04,2,42,0.0,3.0
2015-07-05,1,39,0.0,3.0
2015-07-06,3,36,0.0,3.0
2015-07-07,3,47,0.0,3.0
2015-07-08,2,28,0.0,3.0
2015-07-09,2,33,3.0,3.0
2015-07-10,1,40,0.0,2.0
2015-07-11,4,47,0.0,2.0
2015-07-12,1,47,0.0,2.0
2015-07-13,6,46,0.0,2.0
2015-07-14,3,40,0.0,2.0
2015-07-15,2,36,0.0,1.0
2015-07-16,2,44,0.0,2.0
2015-07-17,4,43,0.0,2.0
2015-07-18,2,40,0.0,2.0
2015-07-19,1,44,0.0,2.0
2015-07-20,2,40,0.0,2.0
2015-07-21,5,42,1.0,1.0
2015-07-22,2,44,4.0,1.0
2015-07-23,0,37,0.0,1.0
2015-07-24,1,42,7.0,1.0
2015-07-25,2,61,1.0,1.0
2015-07-26,2,45,0.0,1.0
2015-07-27,3,50,0.0,1.0
2015-07-28,4,74,1.0,1.0
2015-07-29,3,41,0.0,1.0
2015-07-30,3,46,3.0,1.0
2015-07-31,2,45,3.0,0.0
2015-08-01,2,48,4.0,0.0
2015-08-02,1,44,4.0,0.0
2015-08-03,4,47,0.0,0.0
2015-08-04,4,48,0.0,0.0
2015-08-05,3,61,6.0,0.0
2015-08-06,2,29,0.0,0.0
2015-08-07,7,54,1.0,0.0
2015-08-08,3,54,1.0,0.0
2015-08-09,2,42,0.0,0.0
2015-08-10,3,31,0.0,0.0
2015-08-11,3,38,0.0,0.0
2015-08-12,1,29,0.0,0.0
2015-08-13,1,39,0.0,0.0
2015-08-14,3,51,4.0,0.0
2015-08-15,2,54,0.0,0.0
2015-08-16,2,45,0.0,0.0
2015-08-17,4,64,1.0,0.0
2015-08-18,3,51,0.0,1.0
2015-08-19,8,38,0.0,0.0
2015-08-20,3,26,0.0,0.0
2015-08-21,3,43,4.0,0.0
2015-08-22,3,44,0.0,0.0
2015-08-23,5,44,1.0,0.0
2015-08-24,5,40,1.0,1.0
2015-08-25,3,43,3.0,0.0
2015-08-26,3,41,4.0,0.0
2015-08-27,2,32,1.0,0.0
2015-08-28,2,43,0.0,0.0
2015-08-29,3,58,0.0,0.0
2015-08-30,2,45,0.0,1.0
2015-08-31,2,41,1.0,0.0
