Date Local,NO2_AQI,O3_AQI,SO2_AQI,CO_AQI
2011-01-01,1,31,1.0,1.0
2011-01-02,18,27,13.0,2.0
2011-01-03,26,21,1.0,5.0
2011-01-04,36,19,10.0,5.0
2011-01-05,34,23,4.0,5.0
2011-01-06,23,22,3.0,3.0
2011-01-07,16,28,1.0,2.0
2011-01-08,36,25,7.0,7.0
2011-01-09,43,14,17.0,7.0
2011-01-10,18,24,7.0,3.0
2011-01-11,9,26,3.0,2.0
2011-01-12,29,23,1.0,6.0
2011-01-13,31,18,4.0,6.0
2011-01-14,35,20,6.0,5.0
2011-01-15,10,30,3.0,5.0
2011-01-16,12,27,4.0,3.0
2011-01-17,19,29,9.0,3.0
2011-01-18,7,31,30.0,3.0
2011-01-19,32,25,3.0,3.0
2011-01-20,24,25,3.0,3.0
2011-01-21,29,15,4.0,5.0
2011-01-22,18,25,1.0,3.0
2011-01-23,28,25,3.0,6.0
2011-01-24,26,25,3.0,3.0
2011-01-25,28,25,0.0,3.0
2011-01-26,22,26,0.0,3.0
2011-01-27,18,31,0.0,3.0
2011-01-28,19,27,0.0,3.0
2011-01-29,6,25,3.0,2.0
2011-01-30,6,28,0.0,2.0
2011-01-31,6,31,1.0,2.0
2011-02-01,6,31,1.0,2.0
2011-02-03,15,25,1.0,2.0
2011-02-04,43,28,1.0,3.0
2011-02-05,44,28,0.0,5.0
2011-02-06,23,31,0.0,5.0
2011-02-07,5,31,0.0,3.0
2011-02-08,19,27,1.0,2.0
2011-02-09,25,28,6.0,2.0
2011-02-10,41,15,4.0,6.0
2011-02-11,49,30,4.0,7.0
2011-02-12,43,25,3.0,5.0
2011-02-13,21,36,0.0,5.0
2011-02-14,33,31,3.0,3.0
2011-02-15,25,30,0.0,3.0
2011-02-16,30,25,4.0,3.0
2011-02-17,18,29,0.0,3.0
2011-02-18,3,28,1.0,2.0
2011-02-19,8,31,1.0,2.0
2011-02-20,0,31,1.0,2.0
2011-02-21,27,34,1.0,2.0
2011-02-22,41,31,3.0,5.0
2011-02-23,10,30,3.0,2.0
2011-02-24,3,36,0.0,2.0
2011-02-25,7,34,9.0,2.0
2011-02-26,38,24,4.0,5.0
2011-02-27,40,34,6.0,6.0
2011-02-28,34,26,17.0,3.0
2011-03-01,29,37,3.0,2.0
2011-03-02,6,26,0.0,2.0
2011-03-03,11,25,1.0,2.0
2011-03-04,8,32,0.0,2.0
2011-03-05,36,36,0.0,2.0
2011-03-06,37,34,1.0,3.0
2011-03-07,8,36,0.0,2.0
