Date Local,NO2_AQI,O3_AQI,SO2_AQI,CO_AQI
2006-03-31,42,20,21.0,5.0
2006-04-01,25,33,6.0,5.0
2006-04-02,8,44,4.0,3.0
2006-04-03,29,31,30.0,5.0
2006-04-04,8,39,6.0,5.0
2006-04-05,15,34,7.0,3.0
2006-04-06,14,40,13.0,3.0
2006-04-07,35,33,10.0,6.0
2006-04-08,29,31,13.0,6.0
2006-04-09,33,40,16.0,6.0
2006-04-10,35,39,21.0,7.0
2006-04-11,40,47,20.0,7.0
2006-04-12,39,41,23.0,6.0
2006-04-13,40,44,10.0,6.0
2006-04-14,34,14,10.0,7.0
2006-04-15,23,47,6.0,10.0
2006-04-16,17,40,3.0,5.0
2006-04-17,26,41,10.0,5.0
2006-04-18,24,39,13.0,5.0
2006-04-19,25,45,30.0,5.0
2006-04-20,0,47,6.0,6.0
2006-04-21,8,37,9.0,7.0
2006-04-22,11,27,1.0,5.0
2006-04-23,26,27,16.0,6.0
2006-04-24,25,46,4.0,7.0
2006-04-25,39,45,19.0,6.0
2006-04-26,32,36,14.0,5.0
2006-04-27,35,46,29.0,6.0
2006-04-28,28,42,23.0,5.0
2006-04-29,31,46,29.0,5.0
2006-04-30,40,49,14.0,5.0
2006-05-01,40,48,17.0,5.0
2006-05-02,39,51,7.0,6.0
2006-05-03,36,43,11.0,5.0
2006-05-04,41,77,11.0,6.0
2006-05-05,44,71,23.0,6.0
2006-05-06,33,44,14.0,6.0
2006-05-07,13,43,95.0,3.0
2006-05-08,20,42,13.0,3.0
2006-05-09,35,48,10.0,5.0
2006-05-10,37,48,14.0,6.0
2006-05-11,16,37,11.0,6.0
2006-05-12,25,44,9.0,6.0
2006-05-13,31,43,17.0,6.0
2006-05-14,14,33,3.0,6.0
2006-05-15,23,21,7.0,6.0
2006-05-16,29,24,11.0,6.0
2006-05-17,27,34,9.0,6.0
2006-05-18,25,36,7.0,10.0
2006-05-19,33,29,9.0,6.0
2006-05-20,19,44,14.0,5.0
2006-05-21,11,40,10.0,5.0
2006-05-22,21,31,3.0,5.0
2006-05-23,31,36,3.0,5.0
2006-05-24,29,47,6.0,6.0
2006-05-25,34,36,20.0,8.0
2006-05-26,35,22,11.0,9.0
2006-05-27,22,45,3.0,8.0
2006-05-28,24,49,66.0,8.0
2006-05-29,23,71,24.0,15.0
2006-05-30,29,87,20.0,15.0
2006-05-31,22,104,50.0,10.0
2006-06-01,20,106,26.0,10.0
2006-06-02,22,32,9.0,9.0
2006-06-03,10,36,4.0,9.0
2006-06-04,11,27,6.0,8.0
2006-06-05,24,36,13.0,8.0
2006-06-06,25,46,11.0,8.0
2006-06-07,28,37,14.0,8.0
2006-06-08,22,38,9.0,8.0
2006-06-09,25,38,9.0,8.0
2006-06-10,8,42,7.0,7.0
2006-06-11,12,35,10.0,7.0
2006-06-12,22,35,14.0,7.0
2006-06-13,22,36,23.0,7.0
2006-06-14,30,42,128.0,8.0
2006-06-15,32,38,7.0,8.0
2006-06-16,29,47,7.0,8.0
2006-06-17,31,119,17.0,10.0
2006-06-18,25,129,14.0,9.0
2006-06-19,29,49,11.0,8.0
2006-06-20,24,58,14.0,9.0
2006-06-21,26,67,17.0,9.0
2006-06-22,31,61,11.0,9.0
2006-06-23,23,39,14.0,9.0
