Date Local,NO2_AQI,O3_AQI,SO2_AQI,CO_AQI
2000-01-01,39,17,26.0,38.0
2000-01-02,34,31,14.0,19.0
2000-01-03,34,30,24.0,19.0
2000-01-04,22,28,11.0,18.0
2000-01-05,35,23,21.0,18.0
2000-01-06,36,18,41.0,26.0
2000-01-07,35,23,23.0,28.0
2000-01-08,31,14,40.0,18.0
2000-01-09,27,13,26.0,28.0
2000-01-10,29,15,21.0,28.0
2000-01-11,32,29,11.0,19.0
2000-01-12,39,23,19.0,31.0
2000-01-13,34,23,19.0,30.0
2000-01-14,21,27,27.0,15.0
2000-01-15,28,19,37.0,16.0
2000-01-16,22,29,19.0,16.0
2000-01-17,17,30,13.0,15.0
2000-01-18,37,22,43.0,19.0
2000-01-19,33,14,14.0,27.0
2000-01-20,38,25,31.0,28.0
2000-01-21,25,25,30.0,22.0
2000-01-22,38,25,31.0,23.0
2000-01-23,36,16,50.0,23.0
2000-01-24,39,12,60.0,22.0
2000-01-25,25,24,49.0,19.0
2000-01-26,27,25,31.0,20.0
2000-01-27,30,28,30.0,25.0
2000-01-28,32,28,37.0,24.0
2000-01-29,54,28,47.0,27.0
2000-01-30,57,8,50.0,34.0
2000-01-31,42,25,29.0,28.0
2000-02-01,37,27,21.0,31.0
2000-02-02,46,30,20.0,15.0
2000-02-03,48,8,37.0,17.0
2000-02-04,51,16,44.0,22.0
2000-02-05,42,27,30.0,15.0
2000-02-06,45,28,24.0,15.0
2000-02-07,39,27,37.0,16.0
2000-02-08,41,19,49.0,13.0
2000-02-09,50,30,37.0,17.0
2000-02-10,87,20,47.0,20.0
2000-02-11,48,25,34.0,15.0
2000-02-12,41,27,41.0,14.0
2000-02-13,39,16,43.0,16.0
2000-02-14,39,19,30.0,11.0
2000-02-15,42,30,36.0,15.0
2000-02-16,39,27,24.0,16.0
2000-02-17,45,34,74.0,9.0
2000-02-18,39,21,24.0,11.0
2000-02-19,21,22,30.0,10.0
2000-02-20,13,31,24.0,9.0
2000-02-21,36,29,31.0,11.0
2000-02-22,34,27,50.0,13.0
2000-02-23,46,30,29.0,17.0
2000-02-24,51,38,27.0,18.0
2000-02-25,53,42,30.0,14.0
2000-02-26,36,22,44.0,13.0
2000-02-27,23,31,39.0,11.0
2000-02-28,30,34,23.0,10.0
2000-02-29,44,34,36.0,33.0
2000-03-01,47,25,30.0,40.0
2000-03-02,22,30,21.0,16.0
2000-03-03,32,35,39.0,6.0
2000-03-04,42,37,20.0,10.0
2000-03-05,36,40,31.0,16.0
2000-03-06,41,38,20.0,14.0
2000-03-07,52,44,33.0,19.0
2000-03-08,66,74,26.0,23.0
2000-03-09,53,47,21.0,24.0
2000-03-10,38,33,26.0,8.0
2000-03-11,33,20,31.0,10.0
2000-03-12,25,34,33.0,10.0
2000-03-13,41,36,47.0,10.0
2000-03-14,51,39,51.0,13.0
2000-03-15,51,58,40.0,13.0
2000-03-16,48,42,34.0,13.0
2000-03-17,19,36,29.0,11.0
2000-03-18,19,32,49.0,11.0
2000-03-19,19,33,36.0,11.0
2000-03-20,20,31,36.0,13.0
2000-03-21,32,19,34.0,11.0
2000-03-22,28,14,27.0,11.0
2000-03-23,35,24,30.0,15.0
