id,Year,State_Code,SO2_AQI
51510,2012,51,41.0
51510,2013,51,11.0
51650,2010,51,62.0
51650,2011,51,62.0
51650,2012,51,114.0
51650,2013,51,56.0
51650,2014,51,62.0
51650,2015,51,7.0
53033,2013,53,16.0
53033,2014,53,3.0
53033,2015,53,13.0
53033,2016,53,3.0
55079,2006,55,49.0
55079,2007,55,33.0
56013,2014,56,6.0
56013,2015,56,9.0
56021,2011,56,26.0
56021,2012,56,11.0
56021,2013,56,30.0
56021,2014,56,14.0
56021,2015,56,44.0
56021,2016,56,7.0
56037,2011,56,94.0
56037,2012,56,91.0
56041,2007,56,11.0
56041,2008,56,4.0
80002,2006,80,132.0
80002,2007,80,46.0
80002,2008,80,23.0
80002,2009,80,24.0
80002,2010,80,31.0
80002,2011,80,59.0
