Date Local,NO2_AQI,O3_AQI,SO2_AQI,CO_AQI
2006-01-01,13,15,10.0,3.0
2006-01-02,11,15,7.0,3.0
2006-01-03,19,8,10.0,6.0
2006-01-04,18,8,9.0,5.0
2006-01-05,14,27,3.0,3.0
2006-01-06,18,26,3.0,3.0
2006-01-07,29,11,3.0,5.0
2006-01-08,31,19,3.0,6.0
2006-01-09,32,13,3.0,7.0
2006-01-10,32,6,24.0,9.0
2006-01-11,24,3,21.0,8.0
2006-01-12,35,8,13.0,7.0
2006-01-13,25,25,3.0,7.0
2006-01-14,12,25,3.0,3.0
2006-01-15,11,21,13.0,3.0
2006-01-16,20,13,4.0,3.0
2006-01-17,25,16,4.0,5.0
2006-01-18,26,16,7.0,3.0
2006-01-19,39,4,27.0,27.0
2006-01-20,29,14,6.0,27.0
2006-01-21,25,16,6.0,6.0
2006-01-22,25,12,23.0,10.0
2006-01-23,30,15,6.0,5.0
2006-01-24,19,25,3.0,3.0
2006-01-27,26,13,11.0,5.0
2006-01-28,27,19,13.0,3.0
2006-01-29,30,18,3.0,3.0
2006-01-30,22,24,3.0,3.0
2006-01-31,31,21,30.0,3.0
2006-02-01,28,12,20.0,3.0
2006-02-02,30,7,6.0,5.0
2006-02-03,25,13,10.0,8.0
2006-02-04,12,22,3.0,3.0
2006-02-05,12,27,3.0,3.0
2006-02-06,18,25,3.0,3.0
2006-02-07,28,25,3.0,3.0
2006-02-08,38,29,3.0,3.0
2006-02-09,29,19,17.0,5.0
2006-02-10,29,10,4.0,5.0
2006-02-11,31,23,3.0,5.0
2006-02-12,23,27,3.0,5.0
2006-02-13,29,19,3.0,5.0
2006-02-14,37,14,4.0,8.0
2006-02-15,38,33,3.0,7.0
2006-02-16,8,31,3.0,3.0
2006-02-17,21,28,3.0,3.0
2006-02-18,18,24,3.0,3.0
2006-02-19,19,30,3.0,3.0
2006-02-20,25,19,4.0,5.0
2006-02-21,47,24,3.0,7.0
2006-02-22,41,25,14.0,7.0
2006-02-23,38,29,3.0,6.0
2006-02-24,44,24,10.0,7.0
2006-02-25,17,32,4.0,5.0
2006-02-26,23,29,3.0,3.0
2006-02-27,28,23,3.0,3.0
2006-02-28,28,32,3.0,5.0
2006-03-01,16,32,6.0,3.0
2006-03-02,47,30,3.0,8.0
2006-03-03,42,30,6.0,11.0
2006-03-04,42,31,7.0,16.0
2006-03-05,40,28,4.0,18.0
2006-03-06,45,34,4.0,7.0
2006-03-07,49,26,30.0,11.0
2006-03-08,31,12,11.0,6.0
2006-03-09,20,15,4.0,3.0
2006-03-10,34,19,3.0,5.0
2006-03-11,37,23,9.0,7.0
2006-03-12,27,36,4.0,7.0
2006-03-13,22,29,3.0,3.0
2006-03-14,11,31,3.0,3.0
2006-03-15,40,28,3.0,3.0
2006-03-16,28,38,3.0,3.0
2006-03-17,41,35,3.0,5.0
2006-03-18,42,35,3.0,5.0
2006-03-19,46,36,6.0,14.0
2006-03-20,10,36,3.0,14.0
2006-03-21,36,32,3.0,3.0
2006-03-22,16,33,3.0,3.0
2006-03-23,36,35,4.0,5.0
2006-03-24,38,31,3.0,7.0
2006-03-25,41,30,3.0,7.0
2006-03-26,37,41,3.0,7.0
2006-03-27,26,33,6.0,5.0
2006-03-28,49,39,4.0,3.0
2006-03-29,36,18,20.0,7.0
2006-03-30,27,40,26.0,7.0
2006-03-31,20,32,27.0,5.0
2006-04-01,19,31,3.0,3.0
2006-04-02,13,33,3.0,3.0
2006-04-03,21,33,3.0,3.0
2006-04-04,23,37,3.0,3.0
2006-04-05,37,36,3.0,5.0
2006-04-06,20,35,9.0,3.0
2006-04-07,9,38,3.0,3.0
2006-04-08,22,36,3.0,3.0
2006-04-09,31,33,9.0,3.0
2006-04-10,45,33,20.0,6.0
2006-04-11,42,42,21.0,5.0
2006-04-12,40,41,30.0,5.0
2006-04-13,44,34,9.0,5.0
2006-04-14,42,38,4.0,5.0
2006-04-15,8,36,3.0,5.0
2006-04-16,6,41,3.0,3.0
2006-04-17,8,40,3.0,3.0
2006-04-18,11,38,6.0,3.0
2006-04-19,31,35,9.0,3.0
2006-04-20,42,39,7.0,3.0
2006-04-21,45,33,4.0,7.0
2006-04-22,42,34,3.0,9.0
2006-04-23,36,36,3.0,6.0
2006-04-24,33,38,7.0,8.0
2006-04-25,36,36,3.0,3.0
2006-04-26,30,37,4.0,3.0
2006-04-27,23,37,3.0,3.0
2006-04-28,13,40,6.0,3.0
2006-04-29,9,42,9.0,3.0
