id,Year,State_Code,CO_AQI
1073,2013,1,9.0
1073,2014,1,11.0
1073,2015,1,9.0
1073,2016,1,20.0
2090,2014,2,22.0
2090,2015,2,43.0
4013,2000,4,59.0
4013,2001,4,49.0
4013,2002,4,50.0
4013,2003,4,52.0
4013,2004,4,38.0
4013,2005,4,47.0
4013,2006,4,43.0
4013,2007,4,35.0
4013,2008,4,30.0
4013,2009,4,26.0
4013,2010,4,27.0
4013,2011,4,26.0
4013,2012,4,31.0
4013,2013,4,24.0
4013,2014,4,28.0
4013,2015,4,23.0
4013,2016,4,18.0
4019,2000,4,31.0
4019,2001,4,22.0
4019,2002,4,23.0
4019,2003,4,24.0
4019,2004,4,18.0
4019,2005,4,19.0
4019,2006,4,19.0
4019,2007,4,14.0
4019,2008,4,13.0
4019,2009,4,11.0
4019,2010,4,13.0
4019,2011,4,8.0
