O3_AQI,id,State_Code
159.0,13253,13
159.0,13255,13
159.0,13257,13
159.0,13259,13
159.0,13261,13
159.0,13263,13
159.0,13265,13
159.0,13267,13
159.0,13269,13
159.0,13271,13
159.0,13273,13
159.0,13275,13
159.0,13277,13
159.0,13279,13
159.0,13281,13
159.0,13283,13
159.0,13285,13
159.0,13287,13
159.0,13289,13
159.0,13291,13
159.0,13293,13
159.0,13295,13
159.0,13297,13
159.0,13299,13
159.0,13301,13
159.0,13303,13
159.0,13305,13
159.0,13307,13
159.0,13309,13
159.0,13311,13
159.0,13313,13
159.0,13315,13
159.0,13317,13
159.0,13319,13
159.0,13321,13
159.0,15000,15
159.0,15001,15
48.0,15003,15
48.0,15005,15
48.0,15007,15
48.0,15009,15
48.0,16000,16
80.0,16001,16
80.0,16003,16
80.0,16005,16
80.0,16007,16
80.0,16009,16
80.0,16011,16
80.0,16013,16
80.0,16015,16
80.0,16017,16
80.0,16019,16
80.0,16021,16
80.0,16023,16
80.0,16025,16
80.0,16027,16
80.0,16029,16
80.0,16031,16
80.0,16033,16
80.0,16035,16
80.0,16037,16
80.0,16039,16
80.0,16041,16
80.0,16043,16
80.0,16045,16
80.0,16047,16
80.0,16049,16
80.0,16051,16
80.0,16053,16
80.0,16055,16
80.0,16057,16
80.0,16059,16
80.0,16061,16
80.0,16063,16
80.0,16065,16
80.0,16067,16
80.0,16069,16
80.0,16071,16
80.0,16073,16
80.0,16075,16
80.0,16077,16
80.0,16079,16
80.0,16081,16
80.0,16083,16
80.0,16085,16
80.0,16087,16
80.0,17000,17
80.0,17001,17
80.0,17003,17
80.0,17005,17
80.0,17007,17
80.0,17009,17
80.0,17011,17
80.0,17013,17
80.0,17015,17
80.0,17017,17
80.0,17019,17
80.0,17021,17
80.0,17023,17
80.0,17025,17
80.0,17027,17
80.0,17029,17
161.0,17031,17
161.0,17033,17
161.0,17035,17
161.0,17037,17
161.0,17039,17
161.0,17041,17
161.0,17043,17
161.0,17045,17
161.0,17047,17
161.0,17049,17
161.0,17051,17
161.0,17053,17
161.0,17055,17
161.0,17057,17
161.0,17059,17
161.0,17061,17
161.0,17063,17
161.0,17065,17
161.0,17067,17
161.0,17069,17
161.0,17071,17
161.0,17073,17
161.0,17075,17
161.0,17077,17
161.0,17079,17
161.0,17081,17
161.0,17083,17
161.0,17085,17
161.0,17087,17
161.0,17089,17
161.0,17091,17
161.0,17093,17
161.0,17095,17
161.0,17097,17
161.0,17099,17
161.0,17101,17
161.0,17103,17
161.0,17105,17
161.0,17107,17
161.0,17109,17
161.0,17111,17
161.0,17113,17
161.0,17115,17
161.0,17117,17
161.0,17119,17
161.0,17121,17
161.0,17123,17
161.0,17125,17
161.0,17127,17
161.0,17129,17
161.0,17131,17
161.0,17133,17
161.0,17135,17
161.0,17137,17
161.0,17139,17
161.0,17141,17
161.0,17143,17
161.0,17145,17
161.0,17147,17
161.0,17149,17
161.0,17151,17
161.0,17153,17
161.0,17155,17
161.0,17157,17
161.0,17159,17
161.0,17161,17
190.0,17163,17
190.0,17165,17
190.0,17167,17
190.0,17169,17
190.0,17171,17
190.0,17173,17
190.0,17175,17
190.0,17177,17
190.0,17179,17
190.0,17181,17
190.0,17183,17
190.0,17185,17
190.0,17187,17
190.0,17189,17
190.0,17191,17
190.0,17193,17
190.0,17195,17
190.0,17197,17
190.0,17199,17
190.0,17201,17
190.0,17203,17
190.0,18000,18
190.0,18001,18
190.0,18003,18
190.0,18005,18
190.0,18007,18
190.0,18009,18
190.0,18011,18
190.0,18013,18
190.0,18015,18
190.0,18017,18
190.0,18019,18
190.0,18021,18
190.0,18023,18
190.0,18025,18
190.0,18027,18
190.0,18029,18
190.0,18031,18
190.0,18033,18
190.0,18035,18
190.0,18037,18
190.0,18039,18
190.0,18041,18
190.0,18043,18
190.0,18045,18
190.0,18047,18
190.0,18049,18
190.0,18051,18
190.0,18053,18
190.0,18055,18
190.0,18057,18
190.0,18059,18
190.0,18061,18
190.0,18063,18
190.0,18065,18
190.0,18067,18
190.0,18069,18
190.0,18071,18
190.0,18073,18
190.0,18075,18
190.0,18077,18
190.0,18079,18
190.0,18081,18
190.0,18083,18
190.0,18085,18
190.0,18087,18
190.0,18089,18
190.0,18091,18
190.0,18093,18
190.0,18095,18
190.0,18097,18
190.0,18099,18
190.0,18101,18
190.0,18103,18
190.0,18105,18
190.0,18107,18
190.0,18109,18
190.0,18111,18
190.0,18113,18
190.0,18115,18
190.0,18117,18
190.0,18119,18
190.0,18121,18
190.0,18123,18
190.0,18125,18
190.0,18127,18
190.0,18129,18
190.0,18131,18
190.0,18133,18
190.0,18135,18
190.0,18137,18
190.0,18139,18
190.0,18141,18
190.0,18143,18
190.0,18145,18
190.0,18147,18
190.0,18149,18
190.0,18151,18
190.0,18153,18
190.0,18155,18
190.0,18157,18
190.0,18159,18
190.0,18161,18
190.0,18163,18
190.0,18165,18
190.0,18167,18
190.0,18169,18
190.0,18171,18
190.0,18173,18
190.0,18175,18
190.0,18177,18
190.0,18179,18
190.0,18181,18
190.0,18183,18
190.0,19000,19
190.0,19001,19
190.0,19003,19
190.0,19005,19
190.0,19007,19
190.0,19009,19
190.0,19011,19
190.0,19013,19
190.0,19015,19
190.0,19017,19
190.0,19019,19
190.0,19021,19
190.0,19023,19
190.0,19025,19
190.0,19027,19
190.0,19029,19
190.0,19031,19
190.0,19033,19
190.0,19035,19
190.0,19037,19
190.0,19039,19
190.0,19041,19
190.0,19043,19
190.0,19045,19
190.0,19047,19
190.0,19049,19
190.0,19051,19
190.0,19053,19
190.0,19055,19
190.0,19057,19
190.0,19059,19
190.0,19061,19
190.0,19063,19
190.0,19065,19
190.0,19067,19
190.0,19069,19
190.0,19071,19
190.0,19073,19
190.0,19075,19
190.0,19077,19
190.0,19079,19
190.0,19081,19
190.0,19083,19
190.0,19085,19
190.0,19087,19
190.0,19089,19
190.0,19091,19
190.0,19093,19
190.0,19095,19
190.0,19097,19
190.0,19099,19
190.0,19101,19
190.0,19103,19
190.0,19105,19
190.0,19107,19
190.0,19109,19
190.0,19111,19
190.0,19113,19
190.0,19115,19
190.0,19117,19
190.0,19119,19
190.0,19121,19
190.0,19123,19
190.0,19125,19
190.0,19127,19
190.0,19129,19
190.0,19131,19
190.0,19133,19
190.0,19135,19
190.0,19137,19
190.0,19139,19
190.0,19141,19
190.0,19143,19
190.0,19145,19
190.0,19147,19
190.0,19149,19
190.0,19151,19
97.0,19153,19
97.0,19155,19
97.0,19157,19
97.0,19159,19
97.0,19161,19
101.0,19163,19
101.0,19165,19
101.0,19167,19
101.0,19169,19
101.0,19171,19
101.0,19173,19
101.0,19175,19
101.0,19177,19
101.0,19179,19
101.0,19181,19
101.0,19183,19
101.0,19185,19
101.0,19187,19
101.0,19189,19
101.0,19191,19
101.0,19193,19
101.0,19195,19
101.0,19197,19
101.0,20000,20
101.0,20001,20
101.0,20003,20
101.0,20005,20
101.0,20007,20
101.0,20009,20
101.0,20011,20
101.0,20013,20
101.0,20015,20
101.0,20017,20
101.0,20019,20
101.0,20021,20
101.0,20023,20
101.0,20025,20
101.0,20027,20
101.0,20029,20
101.0,20031,20
101.0,20033,20
101.0,20035,20
101.0,20037,20
101.0,20039,20
101.0,20041,20
101.0,20043,20
101.0,20045,20
101.0,20047,20
101.0,20049,20
101.0,20051,20
101.0,20053,20
101.0,20055,20
101.0,20057,20
101.0,20059,20
101.0,20061,20
101.0,20063,20
101.0,20065,20
101.0,20067,20
101.0,20069,20
101.0,20071,20
101.0,20073,20
101.0,20075,20
101.0,20077,20
101.0,20079,20
101.0,20081,20
101.0,20083,20
101.0,20085,20
101.0,20087,20
101.0,20089,20
101.0,20091,20
101.0,20093,20
101.0,20095,20
101.0,20097,20
101.0,20099,20
101.0,20101,20
101.0,20103,20
101.0,20105,20
151.0,20107,20
151.0,20109,20
151.0,20111,20
151.0,20113,20
151.0,20115,20
151.0,20117,20
151.0,20119,20
151.0,20121,20
151.0,20123,20
151.0,20125,20
151.0,20127,20
151.0,20129,20
151.0,20131,20
151.0,20133,20
151.0,20135,20
151.0,20137,20
151.0,20139,20
151.0,20141,20
151.0,20143,20
151.0,20145,20
151.0,20147,20
151.0,20149,20
151.0,20151,20
151.0,20153,20
151.0,20155,20
151.0,20157,20
151.0,20159,20
151.0,20161,20
151.0,20163,20
151.0,20165,20
151.0,20167,20
151.0,20169,20
151.0,20171,20
151.0,20173,20
151.0,20175,20
151.0,20177,20
151.0,20179,20
151.0,20181,20
151.0,20183,20
151.0,20185,20
151.0,20187,20
151.0,20189,20
116.0,20191,20
116.0,20193,20
116.0,20195,20
116.0,20197,20
116.0,20199,20
116.0,20201,20
116.0,20203,20
116.0,20205,20
116.0,20207,20
200.0,20209,20
200.0,21000,21
200.0,21001,21
200.0,21003,21
200.0,21005,21
200.0,21007,21
200.0,21009,21
200.0,21011,21
200.0,21013,21
200.0,21015,21
200.0,21017,21
179.0,21019,21
179.0,21021,21
179.0,21023,21
179.0,21025,21
179.0,21027,21
179.0,21029,21
179.0,21031,21
179.0,21033,21
179.0,21035,21
179.0,21037,21
179.0,21039,21
179.0,21041,21
179.0,21043,21
179.0,21045,21
179.0,21047,21
179.0,21049,21
179.0,21051,21
179.0,21053,21
179.0,21055,21
179.0,21057,21
147.0,21059,21
147.0,21061,21
147.0,21063,21
147.0,21065,21
140.0,21067,21
140.0,21069,21
140.0,21071,21
140.0,21073,21
140.0,21075,21
140.0,21077,21
140.0,21079,21
140.0,21081,21
140.0,21083,21
140.0,21085,21
140.0,21087,21
140.0,21089,21
140.0,21091,21
140.0,21093,21
140.0,21095,21
140.0,21097,21
140.0,21099,21
122.0,21101,21
122.0,21103,21
122.0,21105,21
122.0,21107,21
122.0,21109,21
174.0,21111,21
174.0,21113,21
174.0,21115,21
174.0,21117,21
174.0,21119,21
174.0,21121,21
174.0,21123,21
174.0,21125,21
174.0,21127,21
174.0,21129,21
174.0,21131,21
174.0,21133,21
174.0,21135,21
174.0,21137,21
174.0,21139,21
174.0,21141,21
174.0,21143,21
179.0,21145,21
179.0,21147,21
179.0,21149,21
179.0,21151,21
179.0,21153,21
179.0,21155,21
179.0,21157,21
179.0,21159,21
179.0,21161,21
179.0,21163,21
179.0,21165,21
179.0,21167,21
179.0,21169,21
179.0,21171,21
179.0,21173,21
179.0,21175,21
179.0,21177,21
179.0,21179,21
179.0,21181,21
179.0,21183,21
179.0,21185,21
179.0,21187,21
179.0,21189,21
179.0,21191,21
179.0,21193,21
179.0,21195,21
179.0,21197,21
179.0,21199,21
179.0,21201,21
179.0,21203,21
179.0,21205,21
179.0,21207,21
179.0,21209,21
179.0,21211,21
179.0,21213,21
179.0,21215,21
179.0,21217,21
179.0,21219,21
179.0,21221,21
179.0,21223,21
179.0,21225,21
179.0,21227,21
179.0,21229,21
179.0,21231,21
179.0,21233,21
179.0,21235,21
179.0,21237,21
179.0,21239,21
179.0,22000,22
179.0,22001,22
179.0,22003,22
179.0,22005,22
179.0,22007,22
179.0,22009,22
179.0,22011,22
179.0,22013,22
179.0,22015,22
179.0,22017,22
179.0,22019,22
179.0,22021,22
179.0,22023,22
179.0,22025,22
179.0,22027,22
179.0,22029,22
179.0,22031,22
197.0,22033,22
197.0,22035,22
197.0,22037,22
197.0,22039,22
197.0,22041,22
197.0,22043,22
197.0,22045,22
197.0,22047,22
197.0,22049,22
122.0,22051,22
122.0,22053,22
122.0,22055,22
122.0,22057,22
122.0,22059,22
122.0,22061,22
122.0,22063,22
122.0,22065,22
122.0,22067,22
122.0,22069,22
122.0,22071,22
122.0,22073,22
122.0,22075,22
122.0,22077,22
122.0,22079,22
122.0,22081,22
122.0,22083,22
122.0,22085,22
122.0,22087,22
122.0,22089,22
122.0,22091,22
122.0,22093,22
122.0,22095,22
122.0,22097,22
122.0,22099,22
122.0,22101,22
122.0,22103,22
122.0,22105,22
122.0,22107,22
122.0,22109,22
122.0,22111,22
122.0,22113,22
122.0,22115,22
122.0,22117,22
122.0,22119,22
122.0,22121,22
122.0,22123,22
122.0,22125,22
122.0,22127,22
122.0,23000,23
122.0,23001,23
101.0,23003,23
84.0,23005,23
84.0,23007,23
84.0,23009,23
84.0,23011,23
84.0,23013,23
84.0,23015,23
84.0,23017,23
84.0,23019,23
84.0,23021,23
84.0,23023,23
84.0,23025,23
84.0,23027,23
84.0,23029,23
84.0,23031,23
84.0,24000,24
84.0,24001,24
84.0,24003,24
200.0,24005,24
200.0,24009,24
200.0,24011,24
200.0,24013,24
200.0,24015,24
200.0,24017,24
200.0,24019,24
200.0,24021,24
100.0,24023,24
100.0,24025,24
100.0,24027,24
100.0,24029,24
100.0,24031,24
156.0,24033,24
156.0,24035,24
156.0,24037,24
156.0,24039,24
156.0,24041,24
156.0,24043,24
156.0,24045,24
156.0,24047,24
156.0,24510,24
156.0,25000,25
156.0,25001,25
156.0,25003,25
156.0,25005,25
156.0,25007,25
156.0,25009,25
156.0,25011,25
156.0,25013,25
156.0,25015,25
156.0,25017,25
156.0,25019,25
156.0,25021,25
156.0,25023,25
145.0,25025,25
145.0,25027,25
145.0,26000,26
145.0,26001,26
145.0,26003,26
145.0,26005,26
145.0,26007,26
145.0,26009,26
145.0,26011,26
145.0,26013,26
145.0,26015,26
145.0,26017,26
145.0,26019,26
145.0,26021,26
145.0,26023,26
145.0,26025,26
145.0,26027,26
145.0,26029,26
145.0,26031,26
145.0,26033,26
145.0,26035,26
145.0,26037,26
145.0,26039,26
145.0,26041,26
145.0,26043,26
145.0,26045,26
145.0,26047,26
145.0,26049,26
145.0,26051,26
145.0,26053,26
145.0,26055,26
145.0,26057,26
145.0,26059,26
145.0,26061,26
145.0,26063,26
145.0,26065,26
145.0,26067,26
145.0,26069,26
145.0,26071,26
145.0,26073,26
145.0,26075,26
145.0,26077,26
145.0,26079,26
172.0,26081,26
172.0,26083,26
172.0,26085,26
172.0,26087,26
172.0,26089,26
172.0,26091,26
172.0,26093,26
172.0,26095,26
172.0,26097,26
172.0,26099,26
172.0,26101,26
172.0,26103,26
172.0,26105,26
172.0,26107,26
172.0,26109,26
172.0,26111,26
172.0,26113,26
172.0,26115,26
172.0,26117,26
172.0,26119,26
172.0,26121,26
172.0,26123,26
172.0,26125,26
172.0,26127,26
172.0,26129,26
172.0,26131,26
172.0,26133,26
172.0,26135,26
172.0,26137,26
172.0,26139,26
172.0,26141,26
172.0,26143,26
172.0,26145,26
172.0,26147,26
172.0,26149,26
172.0,26151,26
172.0,26153,26
172.0,26155,26
172.0,26157,26
172.0,26159,26
172.0,26161,26
156.0,26163,26
156.0,26165,26
156.0,27000,27
156.0,27001,27
137.0,27003,27
137.0,27005,27
137.0,27007,27
137.0,27009,27
137.0,27011,27
137.0,27013,27
137.0,27015,27
137.0,27017,27
137.0,27019,27
137.0,27021,27
137.0,27023,27
137.0,27025,27
137.0,27027,27
137.0,27029,27
137.0,27031,27
137.0,27033,27
137.0,27035,27
137.0,27037,27
137.0,27039,27
137.0,27041,27
137.0,27043,27
137.0,27045,27
137.0,27047,27
137.0,27049,27
137.0,27051,27
137.0,27053,27
137.0,27055,27
137.0,27057,27
137.0,27059,27
137.0,27061,27
137.0,27063,27
137.0,27065,27
137.0,27067,27
137.0,27069,27
137.0,27071,27
137.0,27073,27
137.0,27075,27
137.0,27077,27
137.0,27079,27
137.0,27081,27
137.0,27083,27
137.0,27085,27
137.0,27087,27
137.0,27089,27
137.0,27091,27
137.0,27093,27
137.0,27095,27
137.0,27097,27
137.0,27099,27
137.0,27101,27
137.0,27103,27
137.0,27105,27
137.0,27107,27
137.0,27109,27
137.0,27111,27
137.0,27113,27
137.0,27115,27
137.0,27117,27
137.0,27119,27
137.0,27121,27
137.0,27123,27
137.0,27125,27
137.0,27127,27
137.0,27129,27
137.0,27131,27
137.0,27133,27
137.0,27135,27
137.0,27137,27
137.0,27139,27
137.0,27141,27
137.0,27143,27
137.0,27145,27
137.0,27147,27
137.0,27149,27
137.0,27151,27
137.0,27153,27
137.0,27155,27
137.0,27157,27
137.0,27159,27
137.0,27161,27
137.0,27163,27
137.0,27165,27
137.0,27167,27
137.0,27169,27
137.0,27171,27
137.0,27173,27
137.0,28000,28
137.0,28001,28
137.0,28003,28
137.0,28005,28
137.0,28007,28
137.0,28009,28
137.0,28011,28
137.0,28013,28
137.0,28015,28
137.0,28017,28
137.0,28019,28
137.0,28021,28
137.0,28023,28
137.0,28025,28
137.0,28027,28
137.0,28029,28
137.0,28031,28
137.0,28033,28
137.0,28035,28
137.0,28037,28
137.0,28039,28
137.0,28041,28
137.0,28043,28
137.0,28045,28
137.0,28047,28
137.0,28049,28
137.0,28051,28
137.0,28053,28
137.0,28055,28
137.0,28057,28
137.0,28059,28
137.0,28061,28
137.0,28063,28
137.0,28065,28
137.0,28067,28
137.0,28069,28
137.0,28071,28
137.0,28073,28
137.0,28075,28
137.0,28077,28
137.0,28079,28
137.0,28081,28
137.0,28083,28
137.0,28085,28
137.0,28087,28
137.0,28089,28
137.0,28091,28
137.0,28093,28
137.0,28095,28
137.0,28097,28
137.0,28099,28
137.0,28101,28
137.0,28103,28
137.0,28105,28
137.0,28107,28
137.0,28109,28
137.0,28111,28
137.0,28113,28
137.0,28115,28
137.0,28117,28
137.0,28119,28
137.0,28121,28
137.0,28123,28
137.0,28125,28
137.0,28127,28
137.0,28129,28
137.0,28131,28
137.0,28133,28
137.0,28135,28
137.0,28137,28
137.0,28139,28
137.0,28141,28
137.0,28143,28
137.0,28145,28
137.0,28147,28
137.0,28149,28
137.0,28151,28
137.0,28153,28
137.0,28155,28
137.0,28157,28
137.0,28159,28
137.0,28161,28
137.0,28163,28
137.0,29000,29
137.0,29001,29
137.0,29003,29
137.0,29005,29
137.0,29007,29
137.0,29009,29
137.0,29011,29
137.0,29013,29
137.0,29015,29
137.0,29017,29
137.0,29019,29
137.0,29021,29
137.0,29023,29
137.0,29025,29
137.0,29027,29
137.0,29029,29
137.0,29031,29
137.0,29033,29
137.0,29035,29
137.0,29037,29
137.0,29039,29
137.0,29041,29
137.0,29043,29
137.0,29045,29
137.0,29047,29
137.0,29049,29
137.0,29051,29
137.0,29053,29
137.0,29055,29
137.0,29057,29
137.0,29059,29
137.0,29061,29
137.0,29063,29
137.0,29065,29
137.0,29067,29
137.0,29069,29
137.0,29071,29
137.0,29073,29
137.0,29075,29
137.0,29077,29
137.0,29079,29
